Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills,Domain
Addressing Large Hadron Collider Challenges by Machine Learning,National Research University Higher School of Economics,Advanced,4.5,https://www.coursera.org/learn/hadron-collider-machine-learning,"The Large Hadron Collider (LHC) is the largest data generation machine for the time being. It doesn�t produce the big data, the data is gigantic. Just one of the four experiments generates thousands gigabytes per second. The intensity of data flow is only going to be increased over the time. So the data processing techniques have to be quite sophisticated and unique. In this course we�ll introduce students into the main concepts of the Physics behind those data flow so the main puzzles of the Universe Physicists are seeking answers for will be much more transparent. Of course we will scrutinize the major stages of the data processing pipelines, and focus on the role of the Machine Learning techniques for such tasks as track pattern recognition, particle identification, online real-time processing (triggers) and search for very rare decays. The assignments of this course will give you opportunity to apply your skills in the search for the New Physics using Advanced data analysis techniques. Upon the completion of the course you will understand both the principles of the Experimental Physics and Machine Learning much better.  Do you have technical problems? Write to us: coursera@hse.ru",physics  Deep Learning  tracking system  Bayesian  Machine Learning  gaussian process  energy  Bayesian Optimization  mathematical optimization  Experiment computer-science algorithms,machinelearning
AI for Medical Prognosis,DeepLearning.AI,Beginner,4.7,https://www.coursera.org/learn/ai-for-medical-prognosis,"AI is transforming the practice of medicine. It�s helping doctors diagnose patients more accurately, make predictions about patients� future health, and recommend better treatments. This Specialization will give you practical experience in applying machine learning to concrete problems in medicine.  Machine learning is a powerful tool for prognosis, a branch of medicine that specializes in predicting the future health of patients. In this second course, you�ll walk through multiple examples of prognostic tasks. You�ll then use decision trees to model non-linear relationships, which are commonly observed in medical data, and apply them to predicting mortality rates more accurately. Finally, you�ll learn how to handle missing data, a key real-world challenge.   These courses go beyond the foundations of deep learning to teach you the nuances in applying AI to medical use cases.  This course focuses on tree-based machine learning, so a foundation in deep learning is not required for this course.  However, a foundation in deep learning is highly recommended for course 1 and 3 of this specialization.  You can gain a foundation in deep learning by taking the Deep Learning Specialization offered by deeplearning.ai and taught by Andrew Ng.",Random Forest  Risk  hazard function  Survival Analysis  euler's totient function  prognostics  General Statistics  decision tree  analysis  modeling data-science machine-learning,machinelearning
Dimensionality Reduction using an Autoencoder in Python,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/dimensionality-reduction-autoencoder-python,"In this 1-hour long project, you will learn how to generate your own high-dimensional dummy dataset. You will then learn how to preprocess it effectively before training a baseline PCA model. You will learn the theory behind the autoencoder, and how to train one in scikit-learn. You will also learn how to extract the encoder portion of it to reduce dimensionality of your input data. In the course of this project, you will also be exposed to some basic clustering strength metrics.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Scikit-Learn  project  preprocessor  Python Programming  Machine Learning  Artificial Neural Networks  linearity  Autoencoder  variance  Dimensionality Reduction data-science machine-learning,machinelearning
Facial Expression Recognition with Keras,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/facial-expression-recognition-keras,"In this 2-hour long project-based course, you will build and train a convolutional neural network (CNN) in Keras from scratch to recognize facial expressions. The data consists of 48x48 pixel grayscale images of faces. The objective is to classify each face based on the emotion shown in the facial expression into one of seven categories (0=Angry, 1=Disgust, 2=Fear, 3=Happy, 4=Sad, 5=Surprise, 6=Neutral). You will use OpenCV to automatically detect faces in images and draw bounding boxes around them. Once you have trained, saved, and exported the CNN, you will directly serve the trained model to a web interface and perform real-time facial expression recognition on video and image data.   This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, and Keras pre-installed.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",facial  Computer Vision  Tensorflow  opencv  Convolutional Neural Network  face recognition  Artificial Neural Networks  Keras  flask  facial expression data-science machine-learning,machinelearning
Machine Translation,Karlsruhe Institute for Technology,Advanced,5,https://www.coursera.org/learn/machinetranslation,"Welcome to the CLICS-Machine Translation MOOC  This MOOC explains the basic principles of machine translation. Machine translation is the task of translating from one natural language to another natural language. Therefore, these algorithms can help people communicate in different languages. Such algorithms are used in common applications, from Google Translate to apps on your mobile device.  After taking this course you will be able to understand the main difficulties of translating natural languages and the principles of different machine translation approaches. A main focus of the course will be the current state-of-the-art neural machine translation technology which uses deep learning methods to model the translation process. You will be able to decide which concepts fit your machine translation application best.  This course is taught by Prof. Dr. Alexander Waibel (http://isl.anthropomatik.kit.edu/english/21_74.php) and Assistant Professor Dr. Jan Niehus (https://www.maastrichtuniversity.nl/jan.niehues).",machine translation  Artificial Neural Networks  Log-Linear Model  statistical machine translation  language model  neural machine translation  beam search  translation  Natural Language Processing  n-gram data-science machine-learning,machinelearning
Image Super Resolution Using Autoencoders in Keras,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/image-super-resolution-autoencoders-keras,"Welcome to this 1.5 hours long hands-on project on Image Super Resolution using Autoencoders in Keras. In this project, you�re going to learn what an autoencoder is, use Keras with Tensorflow as its backend to train your own autoencoder, and use this deep learning powered autoencoder to significantly enhance the quality of images. That is, our neural network will create high-resolution images from low-res source images.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, and Keras pre-installed.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",super-resolution imaging  Loss Function  Artificial Neural Networks  front and back ends  Machine Learning  Autoencoder  image resolution  Tensorflow  Keras  Python Programming data-science machine-learning,machinelearning
Natural Language Processing with Sequence Models,DeepLearning.AI,Beginner,4.1,https://www.coursera.org/learn/sequence-models-in-nlp,"In Course 3 of the Natural Language Processing Specialization, offered by deeplearning.ai, you will: a) Train a neural network with GLoVe word embeddings to perform sentiment analysis of tweets, b) Generate synthetic Shakespeare text using a Gated Recurrent Unit (GRU) language model, c) Train a recurrent neural network to perform named entity recognition (NER) using LSTMs with linear layers, and  d) Use so-called �Siamese� LSTM models to compare questions in a corpus and identify those that are worded differently but have the same meaning.    Please make sure that you�ve completed Course 2 and are familiar with the basics of TensorFlow. If you�d like to prepare additionally, you can take Course 1: Neural Networks and Deep Learning of the Deep Learning Specialization.  By the end of this Specialization, you will have designed NLP applications that perform question-answering and sentiment analysis, created tools to translate languages and summarize text, and even built a chatbot!  This Specialization is designed and taught by two experts in NLP, machine learning, and deep learning. Younes Bensouda Mourri is an Instructor of AI at Stanford University who also helped build the Deep Learning Specialization. ?ukasz Kaiser is a Staff Research Scientist at Google Brain and the co-author of Tensorflow, the Tensor2Tensor and Trax libraries, and the Transformer paper.",Natural Language Processing  speech recognition  memory  Long Short-Term Memory  language  named-entity recognition  term (time)  natural language  modeling  Deep Learning data-science machine-learning,machinelearning
Apply Generative Adversarial Networks (GANs),DeepLearning.AI,Intermediate,4,https://www.coursera.org/learn/apply-generative-adversarial-networks-gans,"In this course, you will: - Explore the applications of GANs and examine them wrt data augmentation, privacy, and anonymity - Leverage the image-to-image translation framework and identify applications to modalities beyond images - Implement Pix2Pix, a paired image-to-image translation GAN, to adapt satellite images into map routes (and vice versa) - Compare paired image-to-image translation to unpaired image-to-image translation and identify how their key difference necessitates different GAN architectures - Implement CycleGAN, an unpaired image-to-image translation model, to adapt horses to zebras (and vice versa) with two GANs in one  The DeepLearning.AI Generative Adversarial Networks (GANs) Specialization provides an exciting introduction to image generation with GANs, charting a path from foundational concepts to Advanced techniques through an easy-to-understand approach. It also covers social implications, including bias in ML and the ways to detect it, privacy preservation, and more.  Build a comprehensive knowledge base and gain hands-on experience in GANs. Train your own model using PyTorch, use it to create images, and evaluate a variety of Advanced GANs.   This Specialization provides an accessible pathway for all levels of learners looking to break into the GANs space or apply GANs to their own projects, even without prior familiarity with Advanced math and machine learning research.",timeboxing  facial recognition system  knowledge acquisition  bioperl  knowledge level  paraview  access structure  digital preservation  coroutine  face recognition data-science machine-learning,machinelearning
Promote the Ethical Use of Data-Driven Technologies,CertNexus,Advanced,5,https://www.coursera.org/learn/promote-ethical-data-driven-technologies,"The greatest risk in emerging technology is the perpetuation of bias in automated technologies dependent upon data sets. Solutions created with racial, gender or demographic bias, whether unintentional or not can perpetuate tragic inequities socially and economically.  This is the first of five courses within the Certified Ethical Emerging Technologist (CEET) professional certificate and it is designed for learners seeking to advocate and promote the ethical use of data-driven technologies. Students will learn what emerging technologies are and how they can be used to create data driven solutions. You will learn types of bias and common ethical theories and how they can be applied to emerging technology, and examine legal and ethical privacy concepts as they relate to technologies such as artificial intelligence, machine learning and data science fields. Throughout the course learners begin to distinguish which types of bias may cause the greatest risk and which principles to apply to strategically respond to ethical considerations.",analysis  criticism  determinism  bias  virtue  ethics  Legal Solutions  privacy  Deep Learning  principle data-science machine-learning,machinelearning
AWS Computer Vision: Getting Started with GluonCV,Amazon Web Services,Beginner,4.6,https://www.coursera.org/learn/aws-computer-vision-gluoncv,"This course provides an overview of Computer Vision (CV), Machine Learning (ML) with Amazon Web Services (AWS), and how to build and train a CV model using the Apache MXNet and GluonCV toolkit. The course discusses artificial neural networks and other deep learning concepts, then walks through how to combine neural network building blocks into complete computer vision models and train them efficiently.    This course covers AWS services and frameworks including Amazon Rekognition, Amazon SageMaker, Amazon SageMaker GroundTruth, and Amazon SageMaker Neo, AWS Deep Learning AMIs via Amazon EC2, AWS Deep Learning Containers, and Apache MXNet on AWS. The course is comprised of video lectures, hands-on exercise guides, demonstrations, and quizzes.   Each week will focus on different aspects of computer vision with GluonCV. In week one, we will present some basic concepts in computer vision, discuss what tasks can be solved with GluonCV and go over the benefits of Apache MXNet.   In the second week, we will focus on the AWS services most appropriate to your task. We will use services such as Amazon Rekognition and Amazon SageMaker. We�ll review the differences between AWS Deep Learning AMIs and Deep Learning containers. Finally, there are demonstrations on how to set up each of the services covered in this module.    Week three will focus on setting up GluonCV and MXNet. We will look at using pre-trained models for classification, detection and segmentation.    During week four and five, we will go over the fundamentals of Gluon, the easy-to-use high-level API for MXNet: understanding when to use different Gluon blocks, how to combine those blocks into complete models, constructing datasets, and writing a complete training loop.    In the final week, there will be a final project where you will apply everything you�ve learned in the course so far: select the appropriate pre-trained GluonCV model, apply that model to your dataset and visualize the output of your GluonCV model.",automatic differentiation  Model Building  Gradient  Artificial Neural Networks  image segmentation  statistical classification  convolution  Machine Learning  Computer Vision  object detection information-technology cloud-computing,machinelearning
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,Beginner,4.6,https://www.coursera.org/learn/introduction-tensorflow,"If you are a software developer who wants to build scalable AI-powered algorithms, you need to understand how to use the tools to build them. This course is part of the upcoming Machine Learning in Tensorflow Specialization and will teach you best practices for using TensorFlow, a popular open-source framework for machine learning.   The Machine Learning course and Deep Learning Specialization from Andrew Ng teach the most important and foundational principles of Machine Learning and Deep Learning. This new deeplearning.ai TensorFlow Specialization teaches you how to use TensorFlow to implement those principles so that you can start building and applying scalable models to real-world problems. To develop a deeper understanding of how neural networks work, we recommend that you take the Deep Learning Specialization.",Human Learning  Convolutional Neural Network  convolution  Computer Vision  Tensorflow  Keras  Artificial Neural Networks  Deep Learning  Machine Learning  Computer Programming computer-science software-development,machinelearning
AI for Medical Diagnosis,DeepLearning.AI,Beginner,4.5,https://www.coursera.org/learn/ai-for-medical-diagnosis,"AI is transforming the practice of medicine. It�s helping doctors diagnose patients more accurately, make predictions about patients� future health, and recommend better treatments. As an AI practitioner, you have the opportunity to join in this transformation of modern medicine. If you're already familiar with some of the math and coding behind AI algorithms, and are eager to develop your skills further to tackle challenges in the healthcare industry, then this specialization is for you. No prior medical expertise is required!   This program will give you practical experience in applying cutting-edge machine learning techniques to concrete problems in modern medicine:  - In Course 1, you will create convolutional neural network image classification and segmentation models to make diagnoses of lung and brain disorders.  - In Course 2, you will build risk models and survival estimators for heart disease using statistical methods and a random forest predictor to determine patient prognosis.  - In Course 3, you will build a treatment effect predictor, apply model interpretation techniques and use natural language processing to extract information from radiology reports.  These courses go beyond the foundations of deep learning to give you insight into the nuances of applying AI to medical use cases. As a learner, you will be set up for success in this program if you are already comfortable with some of the math and coding behind AI algorithms. You don't need to be an AI expert, but a working knowledge of deep neural networks, particularly convolutional networks, and proficiency in Python programming at an intermediate level will be essential. If you are relatively new to machine learning or neural networks, we recommend that you first take the Deep Learning Specialization, offered by deeplearning.ai and taught by Andrew Ng.  The demand for AI practitioners with the skills and knowledge to tackle the biggest issues in modern medicine is growing exponentially. Join us in this specialization and begin your journey toward building the future of healthcare.",multiclass classification  medical imaging  Computer Vision  medical diagnosis  Artificial Neural Networks  image segmentation  Machine Learning  evaluation  image processing  statistical classification data-science machine-learning,machinelearning
Build Basic Generative Adversarial Networks (GANs),DeepLearning.AI,Beginner,4.6,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,"In this course, you will: - Learn about GANs and their applications - Understand the intuition behind the fundamental components of GANs - Explore and implement multiple GAN architectures - Build conditional GANs capable of generating examples from determined categories  The DeepLearning.AI Generative Adversarial Networks (GANs) Specialization provides an exciting introduction to image generation with GANs, charting a path from foundational concepts to Advanced techniques through an easy-to-understand approach. It also covers social implications, including bias in ML and the ways to detect it, privacy preservation, and more.  Build a comprehensive knowledge base and gain hands-on experience in GANs. Train your own model using PyTorch, use it to create images, and evaluate a variety of Advanced GANs.   This Specialization provides an accessible pathway for all levels of learners looking to break into the GANs space or apply GANs to their own projects, even without prior familiarity with Advanced math and machine learning research.",modeling  Deep Learning  adversary model  Loss Control  generation  knowledge representation  experience  Generative Model  Training  PyTorch data-science machine-learning,machinelearning
Convolutions for Text Classification with Keras,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/convolution-text-classification-keras,"Welcome to this hands-on, guided introduction to Text Classification using 1D Convolutions with Keras. By the end of this project, you will be able to apply word embeddings for text classification, use 1D convolutions as feature extractors in natural language processing (NLP), and perform binary text classification using deep learning.   As a case study, we will work on classifying a large number of Wikipedia comments as being either toxic or not (i.e. comments that are rude, disrespectful, or otherwise likely to make someone leave a discussion). This issue is especially important, given the conversations the global community and tech companies are having on content moderation, online harassment, and inclusivity. The data set we will use comes from the Toxic Comment Classification Challenge on Kaggle.   To complete this guided project, we recommend that you have prior experience in Python programming, deep learning theory, and have used either Tensorflow or Keras to build deep learning models. We assume you have this foundational knowledge and want to learn how to use convolutions in NLP tasks such as classification.  Note: This course works best for learners based in the North America region. We�re currently working on providing the same experience in other regions.",Document Classification  statistical classification  language  Machine Learning  Keras  Python Programming  convolution  Tensorflow  Word Embedding  Natural Language Processing data-science machine-learning,machinelearning
Facial Expression Classification Using Residual Neural Nets,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/facial-expression-classification,"In this hands-on project, we will train a deep learning model based on Convolutional Neural Networks (CNNs) and Residual Blocks to detect facial expressions. This project could be practically used for detecting customer emotions and facial expressions.  By the end of this project, you will be able to:   - Understand the theory and intuition behind Deep Learning, Convolutional Neural Networks (CNNs) and Residual Neural Networks. - Import Key libraries, dataset and visualize images. - Perform data augmentation to increase the size of the dataset and improve model generalization capability. - Build a deep learning model based on Convolutional Neural Network and Residual blocks using Keras with Tensorflow 2.0 as a backend. - Compile and fit Deep Learning model to training data.  - Assess the performance of trained CNN and ensure its generalization using various KPIs. - Improve network performance using regularization techniques such as dropout.",Artificial Neural Networks  Machine Learning  image processing  Python Programming  Deep Learning  facial expression  Numpy  image segmentation  Tensorflow  back-end database data-science machine-learning,machinelearning
Intermediate Intel� Distribution of OpenVINO� toolkit for Deep Learning Applications,Intel,Advanced,5,https://www.coursera.org/learn/int-openvino,"This course is designed for application developers who wants to deploy computer vision inference workloads using the Intel� Distribution of OpenVINOTM toolkit. The course looks at computer vision neural network models from a variety of popular machine learning frameworks and covers writing a portable application capable of deploying inference on a range of compute devices.   The course is targeted for application developers, and places focus on examples and discussion of the development workflow. As such, the discussions include not only the details about how to use the toolkit itself, but topics like how to take benchmarks to compare compute devices or what to do when you encounter issues. The course is made so that it serves as a how-to guide for developing a computer vision inference deployment with the toolkit. By the end of the course, students will have the skillset necessary to deploy their own computer vision application using the toolkit.",mobile application testing  learning tools interoperability  archimate  sakai (software)  learnability  Computer Vision  microprocessor  opms  application framework  computer accessibility computer-science software-development,machinelearning
Natural Language Processing,National Research University Higher School of Economics,Intermediate,4,https://www.coursera.org/learn/language-processing,"This course covers a wide range of tasks in Natural Language Processing from basic to Advanced: sentiment analysis, summarization, dialogue state tracking, to name a few. Upon completing, you will be able to recognize NLP tasks in your day-to-day work, propose approaches, and judge what techniques are likely to work well.  The final project is devoted to one of the most hot topics in today�s NLP. You will build your own conversational chat-bot that will assist with search on StackOverflow website. The project will be based on practical assignments of the course, that will give you hands-on experience with such tasks as text classification, named entities recognition, and duplicates detection.   Throughout the lectures, we will aim at finding a balance between traditional and deep learning techniques in NLP and cover them in parallel. For example, we will discuss word alignment models in machine translation and see how similar it is to attention mechanism in encoder-decoder neural networks. Core techniques are not treated as black boxes. On the contrary, you will get in-depth understanding of what�s happening inside. To succeed in that, we expect your familiarity with the basics of linear algebra and probability theory, machine learning setup, and deep neural networks. Some materials are based on one-month-old papers and introduce you to the very state-of-the-art in NLP research.  Do you have technical problems? Write to us: coursera@hse.ru",language  modeling  n-gram  named-entity recognition  Deep Learning  Human Learning  Tensorflow  natural language  Word2vec  Natural Language Processing data-science machine-learning,machinelearning
An Introduction to Practical Deep Learning,Intel,Intermediate,4.2,https://www.coursera.org/learn/intro-practical-deep-learning,"This course provides an introduction to Deep Learning, a field that aims to harness the enormous amounts of data that we are surrounded by with artificial neural networks, allowing for the development of self-driving cars, speech interfaces, genomic sequence analysis and algorithmic trading.   You will explore important concepts in Deep Learning, train deep networks using Intel Nervana Neon, apply Deep Learning to various applications and explore new and emerging Deep Learning topics.",Human Learning  Algorithms  Long Short-Term Memory  object detection  recurrent neural network  Reinforcement Learning  Convolutional Neural Network  Deep Learning  Backpropagation  Artificial Neural Networks computer-science software-development,machinelearning
Image Classification with CNNs using Keras,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/image-classification-cnn-keras,"In this 1-hour long project-based course, you will learn how to create a Convolutional Neural Network (CNN) in Keras with a TensorFlow backend, and you will learn to train CNNs to solve Image Classification problems. In this project, we will create and train a CNN model on a subset of the popular CIFAR-10 dataset.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your Internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with (e.g. Python, Jupyter, and Tensorflow) pre-installed.  Prerequisites: In order to be successful in this project, you should be familiar with python and convolutional neural networks.   Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Keras  image processing  Python Programming  Artificial Neural Networks  Deep Learning  statistical classification  front and back ends  Tensorflow  Convolutional Neural Network  Machine Learning data-science machine-learning,machinelearning
Object Detection with Amazon Sagemaker,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/object-detection-sagemaker,"Please note: You will need an AWS account to complete this course. Your AWS account will be charged as per your usage. Please make sure that you are able to access Sagemaker within your AWS account. If your AWS account is new, you may need to ask AWS support for access to certain resources. You should be familiar with python programming, and AWS before starting this hands on project. We use a Sagemaker P type instance in this project, and if you don't have access to this instance type, please contact AWS support and request access.  In this 2-hour long project-based course, you will learn how to train and deploy an object detector using Amazon Sagemaker. Sagemaker provides a number of machine learning algorithms ready to be used for solving a number of tasks. We will use the SSD Object Detection algorithm from Sagemaker to create, train and deploy a model that will be able to localize faces of dogs and cats from the popular IIIT-Oxford Pets Dataset.  Since this is a practical, project-based course, we will not dive in the theory behind deep learning based SSD or Object Detection, but will focus purely on training and deploying a model with Sagemaker. You will also need to have some experience with Amazon Web Services (AWS).  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Python Programming  face recognition  vision objects  Amazon Web Services  Machine Learning  Computer Science  web scraping  object detection  Deep Learning  Algorithms data-science machine-learning,machinelearning
AI For Medical Treatment,DeepLearning.AI,Beginner,4.6,https://www.coursera.org/learn/ai-for-medical-treatment,"AI is transforming the practice of medicine. It�s helping doctors diagnose patients more accurately, make predictions about patients� future health, and recommend better treatments. This Specialization will give you practical experience in applying machine learning to concrete problems in medicine.  Medical treatment may impact patients differently based on their existing health conditions. In this third course, you�ll recommend treatments more suited to individual patients using data from randomized control trials. In the second week, you�ll apply machine learning interpretation methods to explain the decision-making of complex machine learning models. Finally, you�ll use natural language entity extraction and question-answering methods to automate the task of labeling medical datasets.  These courses go beyond the foundations of deep learning to teach you the nuances in applying AI to medical use cases. If you are new to deep learning or want to get a deeper foundation of how neural networks work, we recommend that you take the Deep Learning Specialization.",Estimation  image processing  Average  Natural Language Processing  Deep Learning  Python Programming  medical imaging  average treatment effect  Computer Vision  Machine Learning data-science machine-learning,machinelearning
AI Capstone Project with Deep Learning,IBM,Beginner,4.2,https://www.coursera.org/learn/ai-deep-learning-capstone,"In this capstone, learners will apply their deep learning knowledge and expertise to a real world challenge.  They will use a library of their choice to develop and test a deep learning model. They will load and pre-process data for a real problem, build the model and validate it. Learners  will then present a project report to demonstrate the validity of their model and their proficiency in the field of Deep Learning. Learning Outcomes: �\tdetermine what kind of deep learning method to use in which situation �\tknow how to build a deep learning model to solve a real problem  �\tmaster the process of creating  a deep learning pipeline  �\tapply knowledge of deep learning to improve models using real data �\tdemonstrate ability to present and communicate outcomes of deep learning projects",modeling  Deep Learning  Apache Spark  Tensorflow  Validation Set  system image  Keras  PyTorch  Linear Classifier  Machine Learning data-science machine-learning,machinelearning
Getting Started with AI using IBM Watson,IBM,Conversant,4.4,https://www.coursera.org/learn/ai-with-ibm-watson,"In this course you will learn how to quickly and easily get started with Artificial Intelligence using IBM Watson. You will understand how Watson works, become familiar with its use cases and real life client examples, and be introduced to several of Watson AI services from IBM that enable anyone to easily apply AI and build smart apps. You will also work with several Watson services to demonstrate AI in action.   This course does not require any programming or computer science expertise and is designed for anyone whether you have a technical background or not.",use case  Deep Learning  natural language  speech  Human Learning  IBM Cloud  language  Cloud Computing  Machine Learning  Artificial Neural Networks data-science machine-learning,machinelearning
Getting Started with AI using IBM Watson,IBM,Conversant,4.4,https://www.coursera.org/learn/ai-with-ibm-watson,"In this course you will learn how to quickly and easily get started with Artificial Intelligence using IBM Watson. You will understand how Watson works, become familiar with its use cases and real life client examples, and be introduced to several of Watson AI services from IBM that enable anyone to easily apply AI and build smart apps. You will also work with several Watson services to demonstrate AI in action.   This course does not require any programming or computer science expertise and is designed for anyone whether you have a technical background or not.",use case  Deep Learning  natural language  speech  Human Learning  IBM Cloud  language  Cloud Computing  Machine Learning  Artificial Neural Networks data-science machine-learning,machinelearning
Semantic Segmentation with Amazon Sagemaker,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/semantic-segmentation-sagemaker,"Please note: You will need an AWS account to complete this course. Your AWS account will be charged as per your usage. Please make sure that you are able to access Sagemaker within your AWS account. If your AWS account is new, you may need to ask AWS support for access to certain resources. You should be familiar with python programming, and AWS before starting this hands on project. We use a Sagemaker P type instance in this project, and if you don't have access to this instance type, please contact AWS support and request access.  In this 2-hour long project-based course, you will learn how to train and deploy a Semantic Segmentation model using Amazon Sagemaker. Sagemaker provides a number of machine learning algorithms ready to be used for solving a number of tasks. We will use the semantic segmentation algorithm from Sagemaker to create, train and deploy a model that will be able to segment images of dogs and cats from the popular IIIT-Oxford Pets Dataset into 3 unique pixel values. That is, each pixel of an input image would be classified as either foreground (pet), background (not a pet), or unclassified (transition between foreground and background).  Since this is a practical, project-based course, we will not dive in the theory behind deep learning based semantic segmentation, but will focus purely on training and deploying a model with Sagemaker. You will also need to have some experience with Amazon Web Services (AWS).",english language  Deep Learning  Algorithms  Data Analysis  information retrieval  pixel  search engine optimization  Machine Learning  image segmentation  Python Programming data-science machine-learning,machinelearning
Traffic Sign Classification Using Deep Learning in Python/Keras,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/traffic-sign-classification-deep-learning,"In this 1-hour long project-based course, you will be able to: - Understand the theory and intuition behind Convolutional Neural Networks (CNNs). - Import Key libraries, dataset and visualize images. - Perform image normalization and convert from color-scaled to gray-scaled images. - Build a Convolutional Neural Network using Keras with Tensorflow 2.0 as a backend. - Compile and fit Deep Learning model to training data.  - Assess the performance of trained CNN and ensure its generalization using various KPIs. - Improve network performance using regularization techniques such as dropout.",Artificial Neural Networks  Test Set  Convolutional Neural Network  Keras  Machine Learning  Deep Learning  Tensorflow  grayscale  Python Programming  statistical classification data-science machine-learning,machinelearning
Logistic Regression with Python and Numpy,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/deep-learning-fundamentals-logistic-regression,"In this 2-hour long project-based course, you will learn how to implement Logistic Regression using Python and Numpy. Logistic Regression is an important fundamental concept if you want break into Machine Learning and Deep Learning. Even though popular machine learning frameworks have implementations of logistic regression available, it's still a great idea to learn to implement it on your own to understand the mechanics of optimization algorithm, and the training and validation process.  Since this is a practical, project-based course, you will need to have a theoretical understanding of logistic regression, and gradient descent. We will focus on the practical aspect of implementing logistic regression with gradient descent, but not on the theoretical aspect.  By the end of this course, you would create and train a logistic model that will be able to predict if a given image is of hand-written digit zero or of hand-written digit one. The model will be able to distinguish between images or 0s and 1s, and it will do that with a very high accuracy. Not only that, your implementation of the logistic model will also be able to solve any generic binary classi?cation problem. You will still have to train model instances on speci?c datasets of course, but you won�t have to change the implementation and it will be re-usable. The dataset for images of hand written digits comes from the popular MNIST dataset. This data set consists of images for the 10 hand-written digits (from 0 to 9), but since we are implementing logistic regression, and are looking to solve binary classi?cation problems - we will work with examples of hand written zeros, and hand written ones and we will ignore examples of rest of the digits.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Machine Learning  Logistic Regression  reusability  binary number  Python Programming  Regression  mathematical optimization  calibration  supply chain  Numpy data-science machine-learning,machinelearning
Version Control of a Python Project using Git,Coursera Project Network,Intermediate,4.6,https://www.coursera.org/learn/version-control-of-a-python-project-using-git,"Version Control Systems keep track of files by saving changes over time. For example, a developer can make changes to a file and check the file in to the system. The system will create a version for that file and any other files that were changed. If any subsequent changes are made later that prove to break the software, a previous working version of the software can be recalled. Git was developed to provide an efficient means of version control and was originally developed to track Linux Kernel development.  In this course, you will create a local Git repository using an existing directory structure containing directories and files. You will use Git commands such as add, commit, and status to commit changes to your local Git repository.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",software  Python Programming  saving  directory structure  Average  project  commit (version control)  version control  Machine Learning  Deep Learning computer-science software-development,machinelearning
